"(0.628562189661927, 0.20616802146811863, 0.6620472967227679, 0.3444138765683771)",1.0
"(0.5408237972264278, 0.17810711227638765, 0.05407616929817083, 0.725404165139751)",1.0
"(0.7321768930584378, 0.4978423792113418, 0.6994255013419038, 0.8860629149699012)",1.0
"(0.4904756520746637, 0.6205860049433568, 0.07969289109760513, 0.49692521360288444)",1.0
"(0.7905416728185232, 0.5190877196939694, 0.6081186722061873, 0.6145825106113287)",1.0
"(0.698571095768178, 0.44411308402337735, 0.004828282304467746, 0.16132688995675137)",1.0
"(0.9206219783076757, 0.08280383404923453, 0.17429361492302298, 0.021795844782926066)",1.0
"(0.5741432558903871, 0.8611789515759694, 0.6112683434753233, 0.7799697587141878)",1.0
"(0.2801032397445834, 0.01899348264015044, 0.8474163536860989, 0.653833757803757)",1.0
"(0.13547835343768455, 0.462941553285963, 0.13999821357046227, 0.3114032411398623)",1.0
"(0.9948056389684643, 0.6646915588652723, 0.9535518224671299, 0.5839295522332152)",1.0
"(0.8458477128459784, 0.24478063338349498, 0.7393323220514678, 0.5466963790751386)",1.0
"(0.6100300255239253, 0.7650804507367837, 0.6831883429729284, 0.9099246039391522)",1.0
"(0.14288702891918303, 0.15769395600720093, 0.9781450683905271, 0.38575370602091086)",1.0
"(0.590861879562345, 0.36160654109260526, 0.033078606926714826, 0.48487781974822464)",1.0
"(0.48906403215006233, 0.5432117474201578, 0.8704697071976661, 0.23266294688880385)",1.0
"(0.8158127860779035, 0.5634145202442649, 0.35760766889195705, 0.4011471102736922)",1.0
"(0.3024156400142384, 0.5676345841560138, 0.48664082817268384, 0.43042935634915325)",1.0
"(0.9955951782412401, 0.9248190197924276, 0.9790961446647127, 0.46954991385181444)",1.0
"(0.821766355901753, 0.03488112530552945, 0.6028117103979928, 0.3141284158637684)",1.0
"(0.01635477927484774, 0.6597798982510875, 0.9368255997088446, 0.04049823783257622)",1.0
"(0.7392045890118374, 0.42821531930500767, 0.8989445905290168, 0.7104887491706153)",1.0
"(0.9971962053111142, 0.7777490625299265, 0.22085298624301763, 0.8969911153435228)",1.0
"(0.5108839874554381, 0.6401726351696201, 0.3240470027043143, 0.5891273577126296)",1.0
"(0.15002831518557125, 0.6240534622264039, 0.762750976655791, 0.46597154189707213)",1.0
"(0.03243935844143142, 0.41673917289104667, 0.7291903615083286, 0.3678919498743116)",1.0
"(0.13744978788435225, 0.975326178217192, 0.9026238261934441, 0.1827554095456878)",1.0
"(0.1287606157821254, 0.1285461710294865, 0.6223385347845596, 0.4796083045386258)",1.0
"(0.6072442614886792, 0.34229834338867715, 0.6223365915512905, 0.06157274934154455)",1.0
"(0.20266912642052526, 0.5721051293780416, 0.5105510442204828, 0.5427409021113477)",1.0
"(0.7074688563267115, 0.2822942698667811, 0.956043065772453, 0.8067583875611629)",1.0
"(0.514241770491152, 0.9343388522729278, 0.1564608653586116, 0.9571504864370733)",1.0
"(0.17344158598336812, 0.9127879680454204, 0.6132547390983472, 0.032498944359203974)",1.0
"(0.2355039418134134, 0.43070632574677425, 0.3325023905757091, 0.8919248881803676)",1.0
"(0.7083284828406061, 0.6562559559234769, 0.41389414338966946, 0.9591587831078862)",1.0
"(0.8203093686998463, 0.877147581491161, 0.0052919556547136315, 0.2579232514056208)",1.0
"(0.5248866526797673, 0.5745093167686114, 0.03577526775265771, 0.6896273126169186)",1.0
"(0.18115009961167505, 0.39146201964545146, 0.42740080232736544, 0.8273119865128707)",1.0
"(0.1306473055828602, 0.5544439816691435, 0.9993293853859364, 0.16830507836896946)",1.0
"(0.5695629438393552, 0.36495858349229304, 0.14550932710704145, 0.25445117421330143)",1.0
"(0.42722524068099854, 0.37614406334604744, 0.8536898402090791, 0.12656577331869534)",1.0
"(0.17123456334049458, 0.49415641779284336, 0.7426293393899316, 0.9853774855028822)",1.0
"(0.344302088474123, 0.22802115331482353, 0.5313270292063956, 0.41416806334781064)",1.0
"(0.5226476682676108, 0.39810952354111695, 0.29954057299288583, 0.1140362779842532)",1.0
"(0.40296338331370574, 0.3624150619744021, 0.4988561061940544, 0.2527735336867991)",1.0
"(0.1811627583633868, 0.9693227462232723, 0.8331193252665556, 0.41759208459137287)",1.0
"(0.4153466300957538, 0.3005633976380153, 0.1515749711815284, 0.7520145000264317)",1.0
"(0.24202621843597694, 0.38801254547012587, 0.809119862191064, 0.41356372932902885)",1.0
"(0.4202864819339188, 0.0702033977692833, 0.08147559347424305, 0.8575754663759284)",1.0
"(0.6690614572159713, 0.6891862904488275, 0.20584872733682247, 0.6112721530015127)",1.0
"(0.465703512469239, 0.3151214208365345, 0.7369559925921259, 0.5642474953037669)",1.0
"(0.9781912897325324, 0.6668230348212589, 0.7809465078066311, 0.669882159646228)",1.0
"(0.13265231462876426, 0.8692438825861412, 0.37859173026042947, 0.022077413899302734)",1.0
"(0.11233037891770037, 0.28647618531840335, 0.059796388050939675, 0.3282036476789004)",1.0
"(0.7388870908458657, 0.7949001249912774, 0.7985576175513047, 0.07266991759005192)",1.0
"(0.82030419960479, 0.9474796414820147, 0.6228424692043576, 0.6321276406903046)",1.0
"(0.08443083438368382, 0.5040253677014949, 0.10425216774166801, 0.7877865991782372)",1.0
"(0.5124109891173423, 0.22763065696810048, 0.9453237378735583, 0.6450095677303672)",1.0
"(0.5993732933612222, 0.6336773271643571, 0.9664178179540573, 0.8080213848180315)",1.0
"(0.7116010355813129, 0.7776669796512635, 0.5915913031290516, 0.18983613249501108)",1.0
"(0.29311548730705994, 0.80064216238509, 0.29379789743382934, 0.8630610115979781)",1.0
"(0.29877327092098915, 0.9444741528675706, 0.3911463556984296, 0.8796427409171554)",1.0
"(0.5391654965624114, 0.8809154002636771, 0.5797646526637431, 0.5535931091801695)",1.0
"(0.2491500818939265, 0.7009130211562371, 0.4221465291611328, 0.705185988061296)",1.0
"(0.34452381500506835, 0.5659536598492283, 0.6007115566461647, 0.4485621055833092)",1.0
"(0.5064916862275395, 0.9277920059514492, 0.9258881036206504, 0.31875836816185477)",1.0
"(0.41430750209703293, 0.03395004632075438, 0.9083085970390041, 0.22151928040972224)",1.0
"(0.40497779884943463, 0.1512209311043179, 0.8440773799645948, 0.3944831645642871)",1.0
"(0.5902373958946323, 0.3830651522804669, 0.27257710694004045, 0.6374542550812891)",1.0
"(0.48887505130545084, 0.09854496346727304, 0.0338650293533419, 0.8427825481724636)",1.0
"(0.7032205274758542, 0.9766932325956207, 0.1130946594887462, 0.5997543869102906)",1.0
"(0.9062653573713847, 0.26568984051757627, 0.6569139195260715, 0.09086741793492437)",1.0
"(0.11980154477920624, 0.22124389840018677, 0.46848044639193354, 0.29989208407937207)",1.0
"(0.4688806113280801, 0.9798543558954093, 0.4373433787479425, 0.8234133455340502)",1.0
"(0.8452512371627786, 0.2169668635573404, 0.036764878448177774, 0.6905632265292797)",1.0
"(0.8787600546422947, 0.37874898350757547, 0.03185380664328885, 0.4604347101905397)",1.0
"(0.9901016077626573, 0.33984171832671106, 0.018873654167899545, 0.8561456393881486)",1.0
"(0.5943282170342143, 0.14657682307030562, 0.5546661153109076, 0.20956153178846404)",1.0
"(0.05527764374287192, 0.5824775743072509, 0.06697614285340492, 0.15935484038388514)",1.0
"(0.5412747308923482, 0.1780193088082339, 0.12505092266483975, 0.625987650619381)",1.0
"(0.7918772894431534, 0.26263524422591966, 0.09028897055115825, 0.3971106549061717)",1.0
"(0.8220046645079047, 0.09266665695744292, 0.7957445878738091, 0.4297205213430825)",1.0
"(0.8250190236402902, 0.7365739280915573, 0.49600479686329446, 0.3088843646072936)",1.0
"(0.9546701545407709, 0.41476851985170093, 0.6597885492037271, 0.31692530139229724)",1.0
"(0.8202744829695228, 0.20392509496183453, 0.4943754541273051, 0.3252838183222426)",1.0
"(0.19268365395176168, 0.07474944985123255, 0.8334871682644857, 0.8968446447746923)",1.0
"(0.7411519588198239, 0.01788627268322307, 0.6461704905170662, 0.7335353272658415)",1.0
"(0.023244368652802883, 0.8141465263487355, 0.8160214887086804, 0.8390953359034409)",1.0
"(0.9248884585047035, 0.09933875044439999, 0.696530286851782, 0.9007901284166392)",1.0
"(0.7585564824414267, 0.7908559498949365, 0.36958563512685927, 0.03410753359473162)",1.0
"(0.9568964852311453, 0.35902022679025325, 0.094095418737005, 0.10122510793098216)",1.0
"(0.014434276551891667, 0.09879807675200192, 0.17763841112448386, 0.0352862711369657)",1.0
"(0.853778644031673, 0.5095054451175584, 0.9169749798511649, 0.08041657487572329)",1.0
"(0.3873950513949467, 0.7944084402674119, 0.0008120430055457151, 0.36112308167163854)",1.0
"(0.5883750854164562, 0.1945137143823913, 0.1939049474480088, 0.46006463369483064)",1.0
"(0.7109305085582224, 0.05550484036859893, 0.29468309192958664, 0.11174222108253418)",1.0
"(0.659637831082797, 0.35217799410068595, 0.18889870344214088, 0.18804661746678586)",1.0
"(0.5533887173504592, 0.7539135469143066, 0.14091312806434197, 0.2707167915266807)",1.0
"(0.962810658377148, 0.12049248542921454, 0.6454091645855532, 0.35169109530756737)",1.0
"(0.3416202485341465, 0.8764949992713954, 0.7261375955229641, 0.8016820579283421)",1.0
"(0.4535751, 0.25, 0.25, 0.375)",1.0
"(0.97299383, 0.125, 0.125, 0.125)",1.0
"(0.97299383, 0.015625, 0.015625, 0.015625)",1.0
"(0.97299383, 0.001953125, 0.001953125, 0.001953125)",1.0
"(0.97299383, 0.000244140625, 0.000244140625, 0.000244140625)",1.0
"(0.97299383, 3.0517578125e-05, 3.0517578125e-05, 3.0517578125e-05)",1.0
"(0.97299383, 3.814697265625e-06, 3.814697265625e-06, 3.814697265625e-06)",1.0
"(0.97299383, 4.76837158203125e-07, 4.76837158203125e-07, 4.76837158203125e-07)",1.0
"(0.83796296, 0.125, 0.2916666666666667, 0.2)",0.5
"(0.15200617, 0.125, 0.375, 0.3125)",0.0
"(0.83796296, 0.015625, 0.036458333333333336, 0.025)",0.5
"(0.15200617, 0.015625, 0.046875, 0.0390625)",0.0
"(0.83796296, 0.001953125, 0.004557291666666667, 0.003125)",0.5
"(0.15200617, 0.001953125, 0.005859375, 0.0048828125)",0.0
"(0.83796296, 0.000244140625, 0.0005696614583333334, 0.000390625)",0.5
"(0.15200617, 0.000244140625, 0.000732421875, 0.0006103515625)",0.0
"(0.83796296, 0.125, 0.0, 0.1875)",1.0
"(0.83796296, 0.015625, 0.0, 0.0234375)",1.0
"(0.83796296, 0.001953125, 0.0, 0.0029296875)",1.0
"(0.83796296, 0.000244140625, 0.0, 0.0003662109375)",1.0
"(0.83796296, 3.0517578125e-05, 0.0, 4.57763671875e-05)",1.0
